Institute,Location,Type,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,OPEN,Gender-Neutral,,24053,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,EWS,Gender-Neutral,,35773,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,OBC-NCL,Gender-Neutral,,93741,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,SC,Gender-Neutral,,213200,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,ST,Gender-Neutral,,967013,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,28173,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electronics and Communication Engineering,HS,EWS,Gender-Neutral,,41619,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,,109062,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electronics and Communication Engineering,HS,SC,Gender-Neutral,,222834,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electronics and Communication Engineering,HS,ST,Gender-Neutral,,1176223,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,OPEN,Gender-Neutral,,37098,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,EWS,Gender-Neutral,,56169,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,OBC-NCL,Gender-Neutral,,149952,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,SC,Gender-Neutral,,346626,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,ST,Gender-Neutral,,1268457,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engineering,HS,OPEN,Gender-Neutral,,54356,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engineering,HS,EWS,Gender-Neutral,,79877,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,,203069,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engineering,HS,SC,Gender-Neutral,,459706,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engineering,HS,ST,Gender-Neutral,,732816,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engg. with Automotive Engg.,HS,OPEN,Gender-Neutral,,56014,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engg. with Automotive Engg.,HS,EWS,Gender-Neutral,,86511,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engg. with Automotive Engg.,HS,OBC-NCL,Gender-Neutral,,210234,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mechanical Engg. with Automotive Engg.,HS,SC,Gender-Neutral,,479584,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Engineering Physics,HS,OPEN,Gender-Neutral,,53492,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Engineering Physics,HS,EWS,Gender-Neutral,,82675,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Engineering Physics,HS,OBC-NCL,Gender-Neutral,,200510,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Engineering Physics,HS,SC,Gender-Neutral,,615180,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Chemical Engineering,HS,OPEN,Gender-Neutral,,62712,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Chemical Engineering,HS,EWS,Gender-Neutral,,103693,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Chemical Engineering,HS,OBC-NCL,Gender-Neutral,,254518,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Chemical Engineering,HS,SC,Gender-Neutral,,618505,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,OPEN,Gender-Neutral,,71914,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,EWS,Gender-Neutral,,118803,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,OBC-NCL,Gender-Neutral,,294176,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,SC,Gender-Neutral,,580756,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,ST,Gender-Neutral,,468166,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Production & Industrial Engineering,HS,OPEN,Gender-Neutral,,65734,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Production & Industrial Engineering,HS,EWS,Gender-Neutral,,113617,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Production & Industrial Engineering,HS,OBC-NCL,Gender-Neutral,,317506,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Production & Industrial Engineering,HS,SC,Gender-Neutral,,812707,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Environmental Engineering,HS,OPEN,Gender-Neutral,,75960,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Environmental Engineering,HS,EWS,Gender-Neutral,,137948,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Environmental Engineering,HS,OBC-NCL,Gender-Neutral,,382735,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Environmental Engineering,HS,SC,Gender-Neutral,,924695,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Bio-Technology,HS,OPEN,Gender-Neutral,,76007,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Bio-Technology,HS,EWS,Gender-Neutral,,141758,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Bio-Technology,HS,OBC-NCL,Gender-Neutral,,320922,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Bio-Technology,HS,SC,Gender-Neutral,,738541,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Electrical Engineering,HS,OPEN (PwD),Gender-Neutral,,1229037,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Computer Science and Engineering,HS,EWS (PwD),Gender-Neutral,,915664,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Computer Science and Engineering,HS,OBC (PwD),Gender-Neutral,,1298763,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Computer Science and Engineering,HS,SC (PwD),Gender-Neutral,,578916,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,OPEN (CW),Gender-Neutral,,162479,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,EWS (CW),Gender-Neutral,,995288,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Civil Engineering,HS,OBC (CW),Gender-Neutral,,321067,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Computer Science and Engineering,HS,SC (CW),Gender-Neutral,,350698,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Computer Science and Engineering,HS,ST (CW),Gender-Neutral,,390010,2024
Delhi Technological University (DTU),Delhi,JAC Delhi,Mathematics and Computing,HS,OPEN (KM),Gender-Neutral,,25139,2024
NSUT West Campus,Delhi,JAC Delhi,Civil Engineering,OS,OPEN,Female Only,,42085,2024
NSUT West Campus,Delhi,JAC Delhi,Civil Engineering,OS,EWS,Female Only,,53241,2024
NSUT West Campus,Delhi,JAC Delhi,Civil Engineering,OS,OBC (CW),Gender-Neutral,,409568,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OBC (CW),Gender-Neutral,,177071,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OBC-NCL,Gender-Neutral,,92637,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,OS,OBC-NCL,Gender-Neutral,,23566,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,EWS,Gender-Neutral,,40351,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,OS,EWS,Gender-Neutral,,13240,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OPEN (KM),Gender-Neutral,,20879,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OPEN (CW),Gender-Neutral,,19736,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OPEN,Gender-Neutral,,18442,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,OS,OPEN,Gender-Neutral,,9301,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,OPEN (PwD),Gender-Neutral,,408025,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,HS,SC,Gender-Neutral,,236266,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,OS,SC,Gender-Neutral,,94128,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Applied Mathematics,OS,ST,Gender-Neutral,,103550,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OBC (CW),Gender-Neutral,,77706,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OBC-NCL,Gender-Neutral,,70819,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,OS,OBC-NCL,Gender-Neutral,,17970,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,EWS,Gender-Neutral,,25210,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,OS,EWS,Gender-Neutral,,10748,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OPEN (KM),Gender-Neutral,,150678,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OPEN (CW),Gender-Neutral,,310232,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OPEN,Gender-Neutral,,8952,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,OS,OPEN,Gender-Neutral,,7865,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,OPEN (PwD),Gender-Neutral,,83476,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,SC,Gender-Neutral,,156240,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,OS,SC,Gender-Neutral,,66859,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,HS,ST,Gender-Neutral,,822638,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Artificial Intelligence,OS,ST,Gender-Neutral,,133028,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OBC (CW),Gender-Neutral,,323227,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OBC-NCL,Gender-Neutral,,120851,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,OS,OBC-NCL,Gender-Neutral,,26207,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,EWS,Gender-Neutral,,48347,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,OS,EWS,Gender-Neutral,,16781,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OPEN (KM),Gender-Neutral,,46816,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OPEN (CW),Gender-Neutral,,48262,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OPEN,Gender-Neutral,,28006,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,OS,OPEN,Gender-Neutral,,10174,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,OPEN (PwD),Gender-Neutral,,,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,SC (CW),Gender-Neutral,,900774,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,HS,SC,Gender-Neutral,,345521,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,OS,SC,Gender-Neutral,,108531,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Biosciences,OS,ST,Gender-Neutral,,372673,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,OBC (CW),Gender-Neutral,,142445,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,OBC-NCL,Gender-Neutral,,94985,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,OS,OBC-NCL,Gender-Neutral,,23573,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,EWS,Gender-Neutral,,40390,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,OS,EWS,Gender-Neutral,,14404,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,OPEN (CW),Gender-Neutral,,22262,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,OPEN,Gender-Neutral,,20091,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,OS,OPEN,Gender-Neutral,,9847,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,OPEN (PwD),Gender-Neutral,,422761,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,SC,Gender-Neutral,,251288,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,OS,SC,Gender-Neutral,,70651,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,HS,ST,Gender-Neutral,,631551,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Design,OS,ST,,,,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OBC (CW),Gender-Neutral,,85498,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,,78633,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,OS,OBC-NCL,Gender-Neutral,,17594,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,EWS (CW),Gender-Neutral,,44866,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,EWS,Gender-Neutral,,31877,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,OS,EWS,Gender-Neutral,,14251,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN (KM),Gender-Neutral,,121036,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN (CW),Gender-Neutral,,199515,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN,Gender-Neutral,,12595,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,OS,OPEN,Gender-Neutral,,6695,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN (PwD),Gender-Neutral,,304157,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,HS,SC,Gender-Neutral,,178150,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Engineering,OS,SC,Gender-Neutral,,93441,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,HS,OBC (CW),Gender-Neutral,,197359,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,HS,OBC-NCL,Gender-Neutral,,111206,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,OS,OBC-NCL,Gender-Neutral,,24194,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,HS,EWS,Gender-Neutral,,43881,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,OS,EWS,Gender-Neutral,,16780,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,HS,OPEN,Gender-Neutral,,25587,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,OS,OPEN,Gender-Neutral,,9975,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,HS,SC,Gender-Neutral,,311776,2024
IIIT Delhi,Delhi,JAC Delhi,Computer Science and Social Sciences,OS,SC,Gender-Neutral,,108493,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OBC (CW),Gender-Neutral,,211433,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,,132636,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,OBC-NCL,Gender-Neutral,,25872,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,EWS (CW),Gender-Neutral,,78647,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,EWS,Gender-Neutral,,51292,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,EWS,Gender-Neutral,,17464,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN (KM),Gender-Neutral,,81442,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN (CW),Gender-Neutral,,48549,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,28529,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,OPEN,Gender-Neutral,,10559,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,SC,Gender-Neutral,,327480,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,SC,Gender-Neutral,,125926,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,OBC (CW),Gender-Neutral,,297700,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,OBC-NCL,Gender-Neutral,,143554,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,OS,OBC-NCL,Gender-Neutral,,30776,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,EWS,Gender-Neutral,,59587,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,OS,EWS,Gender-Neutral,,17799,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,OPEN (KM),Gender-Neutral,,78495,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,OPEN (CW),Gender-Neutral,,52846,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,OPEN,Gender-Neutral,,32814,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,OS,OPEN,Gender-Neutral,,11064,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,HS,SC,Gender-Neutral,,501765,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,OS,SC,Gender-Neutral,,105367,2024
IIIT Delhi,Delhi,JAC Delhi,Electronics and VLSI Engineering,OS,ST,Gender-Neutral,,321950,2024
Name of College,Delhi,JAC Delhi,Full Form,Quota,Seat Type,Gender,,Closing Rank,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Female Only,,45739,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN,Female Only,,53980,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,OPEN,Female Only,,80292,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN,Female Only,,82462,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OPEN,Female Only,,68272,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,OPEN,Female Only,,69333,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,OPEN,Female Only,,98257,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,OPEN,Female Only,,105940,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,HS,OPEN,Female Only,,6954,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Female Only,,82958,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN,Female Only,,119580,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,OPEN,Female Only,,194657,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN,Female Only,,151427,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OPEN,Female Only,,147045,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,OPEN,Female Only,,104561,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,OPEN,Female Only,,202715,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,OPEN,Female Only,,385431,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,HS,OPEN,Female Only,,10126,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OPEN (PwD),Female Only,,959513,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN (PwD),Female Only,,640722,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OPEN (PwD),Female Only,,805191,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,SC,Female Only,,387848,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,SC,Female Only,,311015,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,SC,Female Only,,743436,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,SC,Female Only,,655685,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,SC,Female Only,,511481,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,SC,Female Only,,528188,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,SC,Female Only,,1349056,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,SC,Female Only,,1099401,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,HS,SC,Female Only,,54831,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,SC,Female Only,,709472,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,ST,Female Only,,899995,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,ST,Female Only,,927894,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OBC-NCL,Female Only,,176593,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OBC-NCL,Female Only,,192010,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,OBC-NCL,Female Only,,308601,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OBC-NCL,Female Only,,319412,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OBC-NCL,Female Only,,236462,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,OBC-NCL,Female Only,,259846,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,OBC-NCL,Female Only,,402391,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,OBC-NCL,Female Only,,461613,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,HS,OBC-NCL,Female Only,,49419,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OBC (CW),Female Only,,356758,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OBC (CW),Female Only,,567533,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,OBC (CW),Female Only,,471154,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OBC (CW),Female Only,,388633,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OBC (CW),Female Only,,770468,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,OBC (CW),Female Only,,626081,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,OBC (CW),Female Only,,632143,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,EWS,Female Only,,92955,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,EWS,Female Only,,110352,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,EWS,Female Only,,156473,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,EWS,Female Only,,160216,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,EWS,Female Only,,130914,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,EWS,Female Only,,132471,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,EWS,Female Only,,217017,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,EWS,Female Only,,245318,2024
IGDTUW,Delhi,JAC Delhi,Bachelor of Architecture,HS,EWS,Female Only,,29348,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,EWS (CW),Female Only,,284244,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,EWS (CW),Female Only,,181967,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),HS,OPEN,Single Girl,,52461,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN,Single Girl,,56018,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),HS,OPEN,Single Girl,,84931,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,HS,OPEN,Single Girl,,90650,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,HS,OPEN,Single Girl,,72946,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,HS,OPEN,Single Girl,,73291,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,HS,OPEN,Single Girl,,105724,2024
IGDTUW,Delhi,JAC Delhi,Dual Degree B.Tech. MAE + MBA,HS,OPEN,Single Girl,,114543,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,HS,OPEN,Female Only,,124747,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering (Artificial Intelligence),OS,OPEN,Female Only,,28410,2024
IGDTUW,Delhi,JAC Delhi,Computer Science and Engineering,OS,OPEN,Female Only,,25613,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering (AI),OS,OPEN,Female Only,,33187,2024
IGDTUW,Delhi,JAC Delhi,Electronics and Communication Engineering,OS,OPEN,Female Only,,32355,2024
IGDTUW,Delhi,JAC Delhi,Information Technology,OS,OPEN,Female Only,,30706,2024
IGDTUW,Delhi,JAC Delhi,Artificial Intelligence and Machine Learning,OS,OPEN,Female Only,,31349,2024
IGDTUW,Delhi,JAC Delhi,Mechanical and Automation Engineering,OS,OPEN,Female Only,,42614,2024
